from_course_id,to_course_id,_base_name
course-v1:ECNUx+2016001+2016_T2,course-v1:ECNUx+2016001+2017_T2,歌唱啓蒙與表演——教你成爲歌唱達人
course-v1:TsinghuaX+10610193X_tv+2015_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:TsinghuaX+30670043X+2016_T2,course-v1:TsinghuaX+30670043X+2017_T2,傳播學原理
course-v1:ieuX+MOOC005+2015_T1,course-v1:ieuX+MOOC005+2016_T2,雲計算與軟件工程——第一部分
course-v1:365dx+1562+2016_T1,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:GKDJXJY+CAR001+2015_T2,course-v1:TsinghuaX+70150023X+2016_2017,汽車理論
course-v1:TsinghuaX+20220214X+2016_T1,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:TsinghuaX+AP000009X+sp,course-v1:BLCUX+3270503103+sp,宏觀經濟學
course-v1:sicau+10610224X+2015_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:61969_TsinghuaX+40990255X_1+2016_T2,course-v1:TsinghuaX+40990255X_1+2017_T1,暖通空調
course-v1:TsinghuaX+20250064_1X+2015_T1_,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:TsinghuaX+00680142X+2016_T2,course-v1:TsinghuaX+00680142X+2017_T2,儒家修身之道
course-v1:TsinghuaX+70167012X+2016_T1,course-v1:TsinghuaX+70167012X+2016_2017,設計的人因與文化
course-v1:GKDJXJY+UHC001+2015_T2,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:TsinghuaX+02090091X+sp,course-v1:TsinghuaX+02090091X+2017_T2,高技術與現代局部戰爭
course-v1:XJTUMOOC+GNED106814+2016_T2,course-v1:XJTUMOOC+LUNYU00001+2016_T1,《論語》的智慧
course-v1:zjc+88099011+2016-2017T1,course-v1:uoh+88099011+2017_T1,大學生生涯規劃
course-v1:TsinghuaX+20120143X+2015_T2,course-v1:TsinghuaX+20120143X+2017_T2,工程製圖
course-v1:TsinghuaX_sziit+00740113X_2015_T2+2016_T2,course-v1:TsinghuaX+00740113X1+2017_T1,vc++面向對象與可視化程序設計
course-v1:MITx+CITE101x+1T2017,course-v1:MITx+CITE101x+2T2017,technology evaluation for global development
course-v1:TsinghuaX+THU201605X+2016_T2,course-v1:TsinghuaX+THU201605X+2017_T2,信息素養——學術研究的必修課
course-v1:BIT+PHY1701701+2016_T1,course-v1:BIT+PHY1701701+sp,大學物理——近代物理
course-v1:Microsoft+DAT202.2x+4T2016,course-v1:Microsoft+DAT202.2x+1T2017,implementing real-time analysis with hadoop in azure hdinsight
course-v1:TsinghuaX+10421075X+2016_T1,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:tjmv_TsinghuaX+40670453X+2016_T2,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:BerkleeX+OENTR-391x+1T2017_2,course-v1:BerkleeX+OENTR-391x+2T2017,creativity & entrepreneurship
course-v1:TsinghuaX+20220332X+2016_T1,course-v1:TsinghuaX+20220332X+2017_T2,日語與日本文化
course-v1:Tsinghua+CYQC001+2015_T2,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
BIT/PHY1701701/2015_T1,course-v1:BIT+PHY1701701+sp,大學物理——近代物理
course-v1:CIE+FDC001+2015_T2,course-v1:TsinghuaX+80515522X+2017_T2,中國房地產發展之路
course-v1:TsinghuaX+40670453X+2016_T2,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:JLU+290319+2015_T1,course-v1:JLU+290319+161721,臨牀護理操作技術
course-v1:Microsoft+DAT203.1x+6T2016,course-v1:Microsoft+DAT203.1x+2T2017,data science essentials
course-v1:TsinghuaX+00720091X+2016_2017,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:TsinghuaX_guangxi+00690242X+2016_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:liaoningX+LNA20150000074+01,course-v1:TsinghuaX+20330334X+2016_2017,理論力學
course-v1:BuuX+00690242_2015X+2015_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:McGillX+ATOC185x+2015_T1,course-v1:McGillX+ATOC185x+2017_T2,自然災害
course-v1:lzufe_TsinghuaX+00691153X+2016_T0,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:HKUSTx+COMP102.1x+1T2018,course-v1:HKUSTx+COMP102.1x+3T2018,introduction to java programming – part 1
course-v1:TsinghuaX+TSINGHUA107+2017_T1,course-v1:TsinghuaX+TSINGHUA107+2017_T2,經典與思考——人文清華大師面對面
course-v1:lzufe_TsinghuaX+00691153X+2016_T1,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:NJU+ELE002+2015_T2,course-v1:gzit_TsinghuaX+20220214X+2017_T1,電路分析
course-v1:TsinghuaX+10610183X_2015_T2+2015_T2,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:xtkfq+30640014_2015X+2015_T2,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:AdelaideX+Wine101x+sp,course-v1:AdelaideX+Wine101x+2017_T2,葡萄酒的世界：從葡萄到美酒
course-v1:LZUFE+00690242_2015X+2015_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:TsinghuaX+80000271X+sp,course-v1:TsinghuaX+80000271X+2017_T2,住宅精細化設計
course-v1:TsinghuaX+10610204X+_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:TsinghuaX+40040152X+sp,course-v1:TsinghuaX+40040152X+2016_2017,地質學與工程地質
course-v1:gxlztc_HNU+HNU001+2016_T2,course-v1:GIT+git2015-2+2016-3,現代禮儀
course-v1:365dx+127+2016_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:TsinghuaX+80512073X_2015+2015_T2,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:TsinghuaX+20140064_2X+2016_T1,course-v1:TsinghuaX+20140064X+2016_2017,工程熱力學
course-v1:sdju+20220214X+2016_T1,course-v1:sanya_TsinghuaX+02107205+2017_T1,電路分析基礎
course-v1:CAU+08110140+2015__T2_,course-v1:CAU+guangxi08110140_1x+2017_T1,c程序設計案例教程
course-v1:TsinghuaX+00691153X+T1,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:lzufe+00691153X+2016_T2,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:CLE+CLE2017002+2017_T1,course-v1:CIE+CIE2017002+2017_T2,項目管理
course-v1:GUET+swyxgcdl2016gd+2017_T1,course-v1:TsinghuaX+THU201608+2016_2017,生物醫學工程導論
course-v1:Microsoft+INF203x+3T2016,course-v1:Microsoft+INF203x+1T2017,windows 10 features for a mobile workforce: identity management and data access
course-v1:SDUx+131000110+2015_T2-,course-v1:365dx+130+2016_T1,大學計算機——計算思維的視角
course-v1:xuetangX+sdj20161215X+2017_T1,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
course-v1:BIT+10430494_2015X+2015_T2,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:NNGLOBAL+MOOC008+2015_T2,course-v1:TsinghuaX+huds_30240243X+2017_T1,操作系統
course-v1:365DX+01030132X+2015_T2,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:Ouchn_byxy+51808+2017_T2,course-v1:Ouchn_byxy+51813+2017_T2,軍事物流學
course-v1:Tsinghua+JZS001+2015_T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:TsinghuaX-wut+00612642X+2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:TsinghuaX+30240233X+2016_T1,course-v1:TsinghuaX+30240233X+2016_2017,程序設計基礎
course-v1:xuetangx+160001+2016T2,course-v1:CQU+ceshi0607+2016_T2,測試
course-v1:365dx+155+2016_T1,course-v1:TsinghuaX+00740043_1x+2017_T2,c++語言程序設計基礎
course-v1:dongguan+zhiye085+20161223,course-v1:TsinghuaX+00040132X+2017_T2,寶玉石鑑賞
course-v1:JLU+00691153X+161711,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:SCU+00011142_tv+2015_T1,course-v1:SCU+00011142+2017_T2,古典文學的城市書寫
course-v1:TsinghuaX+30640014X+161721,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:YunnanUniversity+ITC001+2016_T1,course-v1:YunnanUniversity+ITC001+2017_T1,零基礎學編程——python
course-v1:TsinghuaX+10610204_tv+2015_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:UPValenciaX+S3D201x+1T2017,course-v1:UPValenciaX+S3D201x+2T2017,sonido espacial y 3d
course-v1:dongguan+zhiye069+20161223,course-v1:TsinghuaX+THU00013X+2017_T2,社會創新與創業
course-v1:GKDJXJY+WWJP001+2015_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:TsinghuaX+30040323X+sp,course-v1:TsinghuaX+30040323X+2016_2017,水力學
course-v1:guangxi_HIT+13SD08000500+2016_T2,course-v1:VPC_HIT+13SD08000500+2016_T1,機械設計
CAU/08112500x/2015_T2,course-v1:CAU+guangxi08112500x+2017_T1,大學計算機教程
course-v1:TsinghuaX+00612642X_2015+2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:TsinghuaX+30240184.1x+3T2016,course-v1:TsinghuaX+30240184.1x+1T2017,data structures and algorithm design part i 數據結構與算法設計
AdelaideX/humbio101x/_,course-v1:AdelaideX+humbio101-x+2017_T2,基本人體生物學：細胞和組織
course-v1:TsinghuaX+00670122X+2017_T1,course-v1:TsinghuaX+yunnan00670122X+2017_T1,現代生活美學
course-v1:CQDD+30240184_2015X+2015_T2,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
course-v1:GKDJXJY+HHS001+2015_T2,course-v1:edX+BlendedX+2016_2017,混合式學習
course-v1:TsinghuaX+20220214X+_1,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:ncepubd_CIE+CIE2016005+2017_T1,course-v1:CIE+CIE2016005+2017_T2,創業領導力：美國宇航局的4d卓越團隊明星課
course-v1:xxt+00612642+2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:RiceX+BIOC372_1x+sp,course-v1:RiceX+BIOC372_1x+2017_T2,免疫學基礎——第ⅰ部分
course-v1:TsinghuaX+80000901X+2015_T1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:ZWU+ZWSC001+2015_T2,course-v1:TsinghuaX+40050455X_2015_2+2015_T2,水處理工程
course-v1:InformationEngineering+ZB5203+2016_T1,course-v1:liaoningX+LNA20150000078+01,計算機組成原理
course-v1:TsinghuaX+30240233X+2015_T1,course-v1:TsinghuaX+30240233X+2016_2017,程序設計基礎
course-v1:xuetangX+ykzyjsxy_20161215X+2017_T1,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
course-v1:ENG+30640014X+2016_T1,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:TsinghuaX+30240233X+2015_T2,course-v1:TsinghuaX+30240233X+2016_2017,程序設計基礎
JLU/DKW004/2014_T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:TsinghuaX+10610193X+_2015_T2,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:TsinghuaX+uoh_00510888X+2017_T1,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:bdschool+00720091X+2015_T2,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
BIT/PHY1701702/2015_T1,course-v1:BIT+PHY1701702+sp,大學物理——電磁學
course-v1:TsinghuaX+400182X+2016_TS,course-v1:TsinghuaX+400182X+2017_T2,醫的奧祕
course-v1:TsinghuaX+tjlivtc30640014X+2017_T1,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:LZUFE+01030132X+2015_T2,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:Tsinghua+30805743+2016_T2,course-v1:TsinghuaX+30805743+2017_T2,視覺語言
course-v1:TsinghuaX+20740102-1+2017_T1,course-v1:TsinghuaX+20740102-2+2016_T1,計算機程序設計基礎
course-v1:ncepubd+00690092X+2016_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
TsinghuaX/10450012X/2015_T2,course-v1:TsinghuaX+10450012X+2017_T2,現代生物學導論
course-v1:TsinghuaX+00690242_1X_2014+2014_T2_1,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:gdou_TsinghuaX+00460032X+2017_T1,course-v1:TsinghuaX+00460032X+2017_T2,應對氣候變化的中國視角
RiceX/BIOC372_2x/_,course-v1:RiceX+BIOC372_2x+2017_T2,免疫學基礎——第ⅱ部分
course-v1:edX+BlendedX+2015__T2,course-v1:edX+BlendedX+2016_2017,混合式學習
course-v1:RiceX+Rel101+2015_T3,course-v1:RiceX+RELI157x+2017_T1,宗教和嘻哈文化
course-v1:unixistryx+20230004+2017-T1,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:TNUA+AO35005+2016_T2,course-v1:TNUA+AO35005+2017_T2,臺灣當代劇場面面觀
course-v1:ZUELX+B0800280+sp,course-v1:ZUELX+B0800280+2017_T2,內部控制與風險管理
course-v1:TsinghuaX+30040323X+2015_T2_,course-v1:TsinghuaX+30040323X+2016_2017,水力學
course-v1:TsinghuaX+MOOC101+2015__T2_,course-v1:TsinghuaX+MOOC101+2017_TS,e時代的大佬師——慕課教師的修煉心法
course-v1:TSINGHUA+10430494_2015+2016_T2,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:TsinghuaX+30640014+2016_T2,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:thudj_TsinghuaX+10610193X+2016_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:ECNUx+BIOL0031112013+2015_T2,course-v1:guangxi_ECNUx+BIOL0031112013+2016_T2,人體科學
course-v1:JLU+30640014X+151611,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:edX+BlendedX+2015_T2,course-v1:edX+BlendedX+2016_2017,混合式學習
course-v1:TsinghuaX+80150193X+sp,course-v1:TsinghuaX+8015019X+2016_2017,汽車碰撞安全基礎
course-v1:FudanX+ECON13000701+sp,course-v1:FudanX+ECON13000701+2017_T2,經濟學原理
course-v1:SDJTU+070805+2018T1,course-v1:TsinghuaX+20440333X+2016_2017,有機化學
course-v1:TsinghuaX+30150153X+sp,course-v1:uestcedu_TsinghuaX+30150153X+2016_T2,汽車發動機原理
course-v1:USMx+LDT100x+2T2017,course-v1:USMx+LDT100x+2T2017_2,instructional design and technology: learning theories
course-v1:hnit_TsinghuaX+00691153X+2016_T2,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:TsinghuaX+00720091_tv+2015_T1,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:TsinghuaX+AP000002X+2016_T1,course-v1:uestcedu_TsinghuaX+AP000002X+2016_T2,大學物理 -力學
RiceX/BIOC372_1x/_,course-v1:RiceX+BIOC372_1x+2017_T2,免疫學基礎——第ⅰ部分
course-v1:RiceX+BIOC372_1x+2016_T2,course-v1:RiceX+BIOC372_1x+2017_T2,免疫學基礎——第ⅰ部分
course-v1:RiceX+MedDigX+2016_2017,course-v1:RiceX+MedDigX+2017_T2,數字時代的醫學
course-v1:TsinghuaX+10800032X+2016_2017,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:TsinghuaX_njupt+10610193X+2016_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:lzufe+00510663X+2016_T2,course-v1:TsinghuaX+00510663X+2017_T2,商學導論：10節課帶你走進商業世界
course-v1:zjgsu-TsinghuaX+10610224X_tv+2015_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:30700313_2015X+TYUST+2015_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:TsinghuaX+20250064+2016_2017,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:TsinghuaX-zjgsu+00690092X+2015_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:TsinghuaX_sziit+60250131X+2016_T2,course-v1:TsinghuaX+huds_60250131X+2017_T1,大數據科學與應用系列講座
course-v1:newcloud+test4+2017_T1,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:TsinghuaX+0350161X_2015_T2+sp,course-v1:TsinghuaX+30350161X+2016_2017,材料學概論
course-v1:bdschool+TsinghuaX+2015_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
BerkeleyX/CS169_1x/_,course-v1:ieuX+MOOC005+2016_T2,雲計算與軟件工程——第一部分
course-v1:TsinghuaX+00740043X_2015_T2+2015_T2_,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:TsinghuaX+80511503X+2016_T1,course-v1:TsinghuaX+80511503X+2017_T2,營銷：人人都需要的一門課
course-v1:CAU+08110140_2x+sp,course-v1:CAU+guangxi08110140_1x+2017_T1,c程序設計案例教程
course-v1:HKUSTx+COMP107x+2T2017,course-v1:HKUSTx+COMP107x+3T2018,introduction to mobile application development using android
course-v1:TsinghuaX+10610224X+2015_T2_1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:fxzx+physics_AB1+2015_09_01,course-v1:fxzxwuligu+physics_AB1_gu+2015_T1,物理ab1
course-v1:yunnan_TsinghuaX+THU201605X+2016_T2,course-v1:TsinghuaX+THU201605X+2017_T2,信息素養——學術研究的必修課
course-v1:dongguan+zhiye097+20161223,course-v1:SEU+00690803+2017_T1,大學國文
course-v1:TsinghuaX+10800032X_2015_2+2015_T2,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:dongguan+zhiye063+20161223,course-v1:SEU+00034237+2017_T2,中醫養生方法學
course-v1:BIT+40670453X+2015_T2,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:TsinghuaX+00510888X+2015_T2_,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:ustcX+LB05203a+2015___T2,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:HIT+13SC20301820+2016_T1,course-v1:HIT+13SC20301820+2017_T2,會計信息系統
course-v1:TsinghuaX+10610193X+2016_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:xxt+30700313_2015X+2015_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:TsinghuaX+20250103X+2016_T2,course-v1:TsinghuaX+san20250103+2017_T1,數字電子技術基礎
course-v1:XJTUMOOC+GNED101310+2016_T1,course-v1:XJTUMOOC+LUNYU00001+2016_T1,《論語》的智慧
course-v1:yunnan_TsinghuaX+30240532X+2016_T2,course-v1:TsinghuaX+30240532X+2017_T2,面向對象程序設計
course-v1:JLU+gx01640603_103138_1+2016_2017,course-v1:JLU+gx01640603_103138_1+2017_T2,人文視野中的生態學
course-v1:HIT+13SD08000500+sp,course-v1:VPC_HIT+13SD08000500+2016_T1,機械設計
course-v1:TsinghuaX+80515182X+2016,course-v1:nuctech_TsinghuaX+80515182X+2016_T1,清華-麥肯錫“全球領導力”課程
course-v1:TsinghuaX+00690863X+2017_T1,course-v1:TsinghuaX+00690863X+2017_T2,唐宋詞鑑賞
course-v1:SEU+00690803+2016_TS,course-v1:SEU+00690803+2017_T1,大學國文
course-v1:Stanford+WomensHealth+2015_T2,course-v1:Stanford+GlobeHealth+2016_T1,婦女健康和權益
course-v1:TsinghuaX+80000901X+2016_TS1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
TsinghuaX/10421094X/_1_,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:TsinghuaX+10610204X_2015_2+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:BJUTX+2140074001x+sp,course-v1:BJUT+2140074001x+2016_2017,高級數據庫系統
course-v1:Tsinghua+20150001+2016_TS,course-v1:TsinghuaX+20150001+2017_T2,如何寫好科研論文
course-v1:swpumooc+00931800+2015_T2,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:365dx+075+2017_T1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:TsinghuaX+70120073X_2016+2016_T1,course-v1:TsinghuaX+70120073X_2017+2017_T1,有限元分析及應用
TsinghuaX/10430484_2015X/2015_T1,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:SCU+00011142+2016_T1,course-v1:SCU+00011142+2017_T2,古典文學的城市書寫
course-v1:TsinghuaX+30806872X+2016-T2,course-v1:TsinghuaX+40802842+2017_T1,中國服裝史
course-v1:WellesleyX+HIST229x+2016_T2,course-v1:WellesleyX+HIST229x+2017_T2,亞歷山大大帝偉大嗎？
course-v1:zjgsu10353+30700313X+2015_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:TsinghuaX+TsinghuaMandarin01+2016_T1,course-v1:TsinghuaX+TsinghuaMandarin01+2016_2017,漢語聽說入門與課程設計
course-v1:HBCM+30700313_2015X+2015_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:Tsinghua+ZJYS001+2015_T2,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:hebei_hebut+gctx01+2016_T2,course-v1:hebut+gctx01+2015_T1,工程圖學
course-v1:JNUX+jnu105590ma18X+sp,course-v1:JNUX+jnu105590ma18X+2017_T1,理論·制度·道路——中國特色社會主義理論與實踐研究
course-v1:TsinghuaX+00670122X+2016_TS,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:CQDD+00690092X+2015_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:JLU+420005+161711,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:TsinghuaX+20440333X+2015_T2,course-v1:TsinghuaX+20440333X+2016_2017,有機化學
course-v1:yunnan_TsinghuaX+TsinghuaMandarin01+2016_T2,course-v1:TsinghuaX+TsinghuaMandarin01+2016_2017,漢語聽說入門與課程設計
UC_BerkeleyX/CS169_1x_1/2014_T1,course-v1:BerkeleyX+CS169_1x+2017_T1,雲計算與軟件工程 · 第 i 部分
course-v1:SCUT+141110+2017_T2,course-v1:SCUT+141110+sp,計算物理
course-v1:TsinghuaX+34000312_01X+2016_T2,course-v1:TsinghuaX+34000312X+2017_T2,醫學寄生蟲學
course-v1:uestcedu_TsinghuaX+30240243X+2016_T2,course-v1:TsinghuaX+huds_30240243X+2017_T1,操作系統
course-v1:TsinghuaX+64100033X+SP,course-v1:TsinghuaX+64100033X+2017_T2,大數據系統基礎
course-v1:Tsinghua+XWSY001+2015_T2,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:TsinghuaX+30640014_2015X+2015_T3,course-v1:Tsinghua+ENG010+2015_T2,宇宙中心的英語聽說課
course-v1:UBCx+CW1.2x+1T2017,course-v1:UBCx+CW1.2x+3T2017,how to write a novel: writing the draft
course-v1:nnglobalX+00740043X+2015_T2,course-v1:TsinghuaX+00740043_1x+2017_T2,c++語言程序設計基礎
HITx/GO90300700/2014_T2,course-v1:HITx+GO90300700+2016_2017,大數據算法
course-v1:61969_TsinghuaX+10610224X+2016_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:TsinghuaX+70800232X+2017_T1,course-v1:TsinghuaX+70800232X+2017_T2,視覺傳達設計思維與方法
course-v1:sjzu_TsinghuaX+00690242X+2016_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
TsinghuaX/10421084X/_B_1_,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:LZUFE+gx01640603_103138_+2015_T2,course-v1:JLU+gx01640603_103138_1+2017_T2,人文視野中的生態學
course-v1:TsinghuaX+THU00001X+sp,course-v1:TsinghuaX+THU00001X+2017_T2,決勝移動互聯網：創業者的商業模式課
course-v1:BUPT+3412113011+2016_T1,course-v1:BUPT+3412113011+2017_T2,高等數學習題課
course-v1:TsinghuaX+AP000012X+2017_Winter,course-v1:TsinghuaX+AP000005X+2016_2017,微積分
course-v1:thudj_TsinghuaX+10620204X+2016_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:Microsoft+DEV211.1x+1T2017,course-v1:Microsoft+DEV211.1x+2T2017,introduction to html and javascript
course-v1:TsinghuaX+AP000008X+2017T1,course-v1:TsinghuaX+AP000008X+2017_ST,通用學術英語
course-v1:newcloud+test2+2017_T1,course-v1:TsinghuaX+00740123X+2017_T2,java程序設計
course-v1:BuuX+gx01640603_103138_+2015_T2,course-v1:JLU+gx01640603_103138_1+2017_T2,人文視野中的生態學
course-v1:cau_TsinghuaX+10610193X+2017_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:TsinghuaX+40050444X+sp,course-v1:TsinghuaX+40050444X+2016_2017,大氣污染控制工程
course-v1:CIE+UL001+2015_T2,course-v1:MITx+15_671x+2016_TS,u.lab：轉變商業、社會和自我
course-v1:nuctech_TsinghuaX+THU00022X+2016_T1,course-v1:TsinghuaX+yunnanTHU00022X_tv+2017_T1,中國大國崛起的經濟、歷史、國際研究分析
course-v1:CPVS+CPVS_JSJYYJC003+2017_T2,course-v1:studio-bzvtc+CS101+2017_T1,計算機應用基礎
course-v1:TsinghuaX+00690092X+2015__T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:TsinghuaX+10620204X+2017_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:qf+11+201703,course-v1:ShanDongJiaoTongUniversity+QF1101+2016_T2,汽車營銷學
course-v1:TsinghuaX+60250101X+2016_2017,course-v1:TsinghuaX+60250101X+2017_T2,英文科技論文寫作與學術報告
course-v1:guangxi_TsinghuaX+10610183_2X_1+2016_T2,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:TsinghuaX+10610224X+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:TsinghuaX_njupt+10610224X+2016_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:TsinghuaX+00612642_2015X+2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:TsinghuaX+20240103X+2016_2017,course-v1:TsinghuaX+huds_20240103X+2017_T1,彙編語言程序設計
course-v1:TsinghuaX+20330334X_2015_2+sp,course-v1:TsinghuaX+20330334X+2016_2017,理論力學
course-v1:BuuX+30700313_2015X+2015_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:TsinghuaX+Lzu02070251X+2017_T1,course-v1:TsinghuaX+02070251X+2017_T2,職業探索與選擇
